nome,link,ficha,revogacao,descricao
Decreto nº 6.653 de 18 de novembro de 2008,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6653.htm,https://legislacao.presidencia.gov.br/atos?tipo=DEC&numero=6653&ano=2008&data=18/11/2008&ato=2dfcXVU50dVpWTa29,Não consta revogação expressa,"PROMULGA A CONVENÇÃO INTERNACIONAL CONTRA O DOPING NOS ESPORTES, CELEBRADO EM PARIS, EM 19 DE OUTUBRO DE 2005."
Decreto nº 6.653 de 18 de novembro de 2008,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6653.htm,https://legislacao.presidencia.gov.br/atos?tipo=DEC&numero=6653&ano=2008&data=18/11/2008&ato=2dfcXVU50dVpWTa29,Não consta revogação expressa,"PROMULGA A CONVENÇÃO INTERNACIONAL CONTRA O DOPING NOS ESPORTES, CELEBRADO EM PARIS, EM 19 DE OUTUBRO DE 2005."
Decreto nº 6.583 de 29 de setembro de 2008,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6583.htm,https://legislacao.presidencia.gov.br/atos?tipo=DEC&numero=6583&ano=2008&data=29/09/2008&ato=4ffUzYE50dVpWT581,Não consta revogação expressa,"PROMULGA O ACORDO ORTOGRÁFICO DA LÍNGUA PORTUGUESA, ASSINADO EM LISBOA, EM 16 DE DEZEMBRO DE 1990."
Decreto nº 6.583 de 29 de setembro de 2008,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6583.htm,https://legislacao.presidencia.gov.br/atos?tipo=DEC&numero=6583&ano=2008&data=29/09/2008&ato=4ffUzYE50dVpWT581,Não consta revogação expressa,"PROMULGA O ACORDO ORTOGRÁFICO DA LÍNGUA PORTUGUESA, ASSINADO EM LISBOA, EM 16 DE DEZEMBRO DE 1990."
Mensagem nº 498 de 20 de agosto de 2004Veto Total,https://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/msg/vet/vet-498-04.htm,https://legislacao.presidencia.gov.br/atos?tipo=VET&numero=498&ano=2004&data=20/08/2004&ato=9f7ETQ61keRpWT4ce,Publicada,"Projeto de Lei no 6.955, de 2002 (no 139/00 no Senado Federal), que Altera a redação dos §§ 7o e 8o do art. 54 da Lei no 8.884, de 11 de junho de 1994."
Mensagem nº 498 de 20 de agosto de 2004Veto Total,https://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/msg/vet/vet-498-04.htm,https://legislacao.presidencia.gov.br/atos?tipo=VET&numero=498&ano=2004&data=20/08/2004&ato=9f7ETQ61keRpWT4ce,Publicada,"Projeto de Lei no 6.955, de 2002 (no 139/00 no Senado Federal), que Altera a redação dos §§ 7o e 8o do art. 54 da Lei no 8.884, de 11 de junho de 1994."
Lei nº 10.911 de 15 de julho de 2004,https://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/lei/l10.911.htm,https://legislacao.presidencia.gov.br/atos?tipo=LEI&numero=10911&ano=2004&data=15/07/2004&ato=a9bATV61UeRpWT3f1,Não consta revogação expressa,"ABRE AO ORÇAMENTO FISCAL DA UNIÃO, EM FAVOR DO MINISTÉRIO DA CIÊNCIA E TECNOLOGIA, CRÉDITO SUPLEMENTAR NO VALOR DE R$ 16.000.000,00, PARA REFORÇO DE DOTAÇÕES CONSTANTES DA LEI ORÇAMENTÁRIA VIGENTE, E DÁ OUTRAS PROVIDÊNCIAS."
Lei nº 10.911 de 15 de julho de 2004,https://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/lei/l10.911.htm,https://legislacao.presidencia.gov.br/atos?tipo=LEI&numero=10911&ano=2004&data=15/07/2004&ato=a9bATV61UeRpWT3f1,Não consta revogação expressa,"ABRE AO ORÇAMENTO FISCAL DA UNIÃO, EM FAVOR DO MINISTÉRIO DA CIÊNCIA E TECNOLOGIA, CRÉDITO SUPLEMENTAR NO VALOR DE R$ 16.000.000,00, PARA REFORÇO DE DOTAÇÕES CONSTANTES DA LEI ORÇAMENTÁRIA VIGENTE, E DÁ OUTRAS PROVIDÊNCIAS."
Lei nº 13.930 de 10 de dezembro de 2019,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/lei/l13930.htm,http://legislacao.planalto.gov.br/legisla/Legislacao.nsf/b110756561cd26fd03256ff500612662/6e7980ff74e6268603256b2900479648?OpenDocument,Não consta revogação expressa,"Altera a Lei nº 10.332, de 19 de dezembro de 2001, para garantir aplicação de percentual dos recursos do Programa de Fomento à Pesquisa em Saúde em atividades relacionadas ao desenvolvimento tecnológico de medicamentos, imunobiológicos, produtos para a saúde e outras modalidades terapêuticas destinados ao tratamento de doenças raras ou negligenciadas."
Lei nº 13.930 de 10 de dezembro de 2019,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/lei/l13930.htm,http://legislacao.planalto.gov.br/legisla/Legislacao.nsf/b110756561cd26fd03256ff500612662/6e7980ff74e6268603256b2900479648?OpenDocument,Não consta revogação expressa,"Altera a Lei nº 10.332, de 19 de dezembro de 2001, para garantir aplicação de percentual dos recursos do Programa de Fomento à Pesquisa em Saúde em atividades relacionadas ao desenvolvimento tecnológico de medicamentos, imunobiológicos, produtos para a saúde e outras modalidades terapêuticas destinados ao tratamento de doenças raras ou negligenciadas."
Mensagem nº 474 de 02 de outubro de 2019Veto Total,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/msg/vet/vet-474.htm,https://legislacao.presidencia.gov.br/atos?tipo=VET&numero=474&ano=2019&data=02/10/2019&ato=519g3ZU5keZpWTc11,Publicada,"Projeto de Lei nº 6.566, de 2013 (no 231/12 no Senado Federal), que “Altera a Lei nº 10.332, de 19 de dezembro de 2001, para garantir aplicação de percentual dos recursos do Programa de Fomento à Pesquisa em Saúde em atividades relacionadas ao desenvolvimento tecnológico de medicamentos, imunobiológicos, produtos para a saúde e outras modalidades terapêuticas destinados ao tratamento de doenças raras ou negligenciadas”."
Mensagem nº 474 de 02 de outubro de 2019Veto Total,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/msg/vet/vet-474.htm,https://legislacao.presidencia.gov.br/atos?tipo=VET&numero=474&ano=2019&data=02/10/2019&ato=519g3ZU5keZpWTc11,Publicada,"Projeto de Lei nº 6.566, de 2013 (no 231/12 no Senado Federal), que “Altera a Lei nº 10.332, de 19 de dezembro de 2001, para garantir aplicação de percentual dos recursos do Programa de Fomento à Pesquisa em Saúde em atividades relacionadas ao desenvolvimento tecnológico de medicamentos, imunobiológicos, produtos para a saúde e outras modalidades terapêuticas destinados ao tratamento de doenças raras ou negligenciadas”."
Decreto nº 10.030 de 30 de setembro de 2019,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d10030.htm,https://legislacao.presidencia.gov.br/atos?tipo=DEC&numero=10030&ano=2019&data=30/09/2019&ato=0bbATQU1keZpWT511,Não consta revogação expressa,Aprova o Regulamento de Produtos Controlados.
Decreto nº 10.030 de 30 de setembro de 2019,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d10030.htm,https://legislacao.presidencia.gov.br/atos?tipo=DEC&numero=10030&ano=2019&data=30/09/2019&ato=0bbATQU1keZpWT511,Não consta revogação expressa,Aprova o Regulamento de Produtos Controlados.
Decreto nº 9.968 de 08 de agosto de 2019,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9968.htm,https://legislacao.presidencia.gov.br/atos?tipo=DEC&numero=9968&ano=2019&data=08/08/2019&ato=9e1k3YU9keZpWT820,Não consta revogação expressa,"Dispõe sobre a execução do Sexagésimo Terceiro Protocolo Adicional ao Acordo de Complementação Econômica nº 35 (63PA-ACE35), firmado entre a República Federativa do Brasil, a República Argentina, a República do Paraguai e a República Oriental do Uruguai, Estados Partes do Mercosul, e a República do Chile."
Decreto nº 9.968 de 08 de agosto de 2019,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9968.htm,https://legislacao.presidencia.gov.br/atos?tipo=DEC&numero=9968&ano=2019&data=08/08/2019&ato=9e1k3YU9keZpWT820,Não consta revogação expressa,"Dispõe sobre a execução do Sexagésimo Terceiro Protocolo Adicional ao Acordo de Complementação Econômica nº 35 (63PA-ACE35), firmado entre a República Federativa do Brasil, a República Argentina, a República do Paraguai e a República Oriental do Uruguai, Estados Partes do Mercosul, e a República do Chile."
Decreto nº 9.782 de 03 de maio de 2019,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9782.htm,http://legislacao.planalto.gov.br/legisla/Legislacao.nsf/b110756561cd26fd03256ff500612662/569b9b89fe3b5e9a83258377004be08d?OpenDocument,Não consta revogação expressa,"Altera o Decreto nº 9.673, de 2 de janeiro de 2019, que aprova a Estrutura Regimental e o Quadro Demonstrativo dos Cargos em Comissão e das Funções de Confiança do Ministério da Mulher, da Família e dos Direitos Humanos, remaneja cargos em comissão, Funções Comissionadas do Poder Executivo e Funções Gratificadas, transforma cargos em comissão do grupo-Direção e Assessoramento Superiores - DAS e substitui cargos em comissão do Grupo-Direção e Assessoramento Superiores - DAS por Funções Comissionadas do Poder Executivo - FCPE. Vigência"
Decreto nº 9.782 de 03 de maio de 2019,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9782.htm,http://legislacao.planalto.gov.br/legisla/Legislacao.nsf/b110756561cd26fd03256ff500612662/569b9b89fe3b5e9a83258377004be08d?OpenDocument,Não consta revogação expressa,"Altera o Decreto nº 9.673, de 2 de janeiro de 2019, que aprova a Estrutura Regimental e o Quadro Demonstrativo dos Cargos em Comissão e das Funções de Confiança do Ministério da Mulher, da Família e dos Direitos Humanos, remaneja cargos em comissão, Funções Comissionadas do Poder Executivo e Funções Gratificadas, transforma cargos em comissão do grupo-Direção e Assessoramento Superiores - DAS e substitui cargos em comissão do Grupo-Direção e Assessoramento Superiores - DAS por Funções Comissionadas do Poder Executivo - FCPE. Vigência"
Decreto nº 9.673 de 02 de janeiro de 2019,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9673.htm,http://www.planalto.gov.br/CCIVIL_03/_Ato2019-2022/2019/Decreto/D9673.htm#art11,Não consta revogação expressa,"Aprova a Estrutura Regimental e o Quadro Demonstrativo dos Cargos em Comissão e das Funções de Confiança do Ministério da Mulher, da Família e dos Direitos Humanos, remaneja cargos em comissão, Funções Comissionadas do Poder Executivo e Funções Gratificadas, transforma cargos em comissão do grupo-Direção e Assessoramento Superiores - DAS e substitui cargos em comissão do Grupo-Direção e Assessoramento Superiores - DAS por Funções Comissionadas do Poder Executivo - FCPE. Vigência"
Decreto nº 9.673 de 02 de janeiro de 2019,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9673.htm,http://www.planalto.gov.br/CCIVIL_03/_Ato2019-2022/2019/Decreto/D9673.htm#art11,Não consta revogação expressa,"Aprova a Estrutura Regimental e o Quadro Demonstrativo dos Cargos em Comissão e das Funções de Confiança do Ministério da Mulher, da Família e dos Direitos Humanos, remaneja cargos em comissão, Funções Comissionadas do Poder Executivo e Funções Gratificadas, transforma cargos em comissão do grupo-Direção e Assessoramento Superiores - DAS e substitui cargos em comissão do Grupo-Direção e Assessoramento Superiores - DAS por Funções Comissionadas do Poder Executivo - FCPE. Vigência"
Decreto nº 9.560 de 12 de novembro de 2018,https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9560.htm,https://legislacao.presidencia.gov.br/atos?tipo=DEC&numero=9560&ano=2018&data=12/11/2018&ato=560MTWU9UeZpWT131,Não consta revogação expressa,"DISPÕE SOBRE A EXECUÇÃO, NO TERRITÓRIO NACIONAL, DA RESOLUÇÃO 2397 (2017), DE 22 DE DEZEMBRO DE 2017, DO CONSELHO DE SEGURANÇA DAS NAÇÕES UNIDAS, QUE REFORÇA E ATUALIZA O REGIME DE SANÇÕES APLICÁVEIS À REPÚBLICA POPULAR DEMOCRÁTICA DA COREIA."
Decreto nº 9.560 de 12 de novembro de 2018,https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9560.htm,https://legislacao.presidencia.gov.br/atos?tipo=DEC&numero=9560&ano=2018&data=12/11/2018&ato=560MTWU9UeZpWT131,Não consta revogação expressa,"DISPÕE SOBRE A EXECUÇÃO, NO TERRITÓRIO NACIONAL, DA RESOLUÇÃO 2397 (2017), DE 22 DE DEZEMBRO DE 2017, DO CONSELHO DE SEGURANÇA DAS NAÇÕES UNIDAS, QUE REFORÇA E ATUALIZA O REGIME DE SANÇÕES APLICÁVEIS À REPÚBLICA POPULAR DEMOCRÁTICA DA COREIA."
Decreto nº 9.557 de 08 de novembro de 2018,https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9557.htm,http://legislacao.planalto.gov.br/legisla/Legislacao.nsf/b110756561cd26fd03256ff500612662/49f4ded276113a29832582c2003ed359?OpenDocument,Não consta revogação expressa,"REGULAMENTA A MEDIDA PROVISÓRIA Nº 843, DE 5 DE JULHO DE 2018, QUE ESTABELECE REQUISITOS OBRIGATÓRIOS PARA A COMERCIALIZAÇÃO DE VEÍCULOS NO PAÍS, INSTITUI O PROGRAMA ROTA 2030 - MOBILIDADE E LOGÍSTICA E DISPÕE SOBRE O REGIME TRIBUTÁRIO DE AUTOPEÇAS NÃO PRODUZIDAS."
Decreto nº 9.557 de 08 de novembro de 2018,https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9557.htm,http://legislacao.planalto.gov.br/legisla/Legislacao.nsf/b110756561cd26fd03256ff500612662/49f4ded276113a29832582c2003ed359?OpenDocument,Não consta revogação expressa,"REGULAMENTA A MEDIDA PROVISÓRIA Nº 843, DE 5 DE JULHO DE 2018, QUE ESTABELECE REQUISITOS OBRIGATÓRIOS PARA A COMERCIALIZAÇÃO DE VEÍCULOS NO PAÍS, INSTITUI O PROGRAMA ROTA 2030 - MOBILIDADE E LOGÍSTICA E DISPÕE SOBRE O REGIME TRIBUTÁRIO DE AUTOPEÇAS NÃO PRODUZIDAS."
Lei nº 13.707 de 14 de agosto de 2018Veto Parcial,https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/lei/l13707.htm,https://legislacao.presidencia.gov.br/atos?tipo=LEI&numero=13707&ano=2018&data=14/08/2018&ato=6fdIzZ61UeZpWTd57,Não consta revogação expressa,DISPÕE SOBRE AS DIRETRIZES PARA A ELABORAÇÃO E EXECUÇÃO DA LEI ORÇAMENTÁRIA DE 2019 E DÁ OUTRAS PROVIDÊNCIAS.
Lei nº 13.707 de 14 de agosto de 2018Veto Parcial,https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/lei/l13707.htm,https://legislacao.presidencia.gov.br/atos?tipo=LEI&numero=13707&ano=2018&data=14/08/2018&ato=6fdIzZ61UeZpWTd57,Não consta revogação expressa,DISPÕE SOBRE AS DIRETRIZES PARA A ELABORAÇÃO E EXECUÇÃO DA LEI ORÇAMENTÁRIA DE 2019 E DÁ OUTRAS PROVIDÊNCIAS.
Lei nº 13.693 de 10 de julho de 2018,https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/lei/l13693.htm,https://legislacao.presidencia.gov.br/atos?tipo=LEI&numero=13693&ano=2018&data=10/07/2018&ato=696k3Y61UeZpWTf3a,Não consta revogação expressa,"INSTITUI O DIA NACIONAL DE DOENÇAS RARAS.INSTITUI O DIA NACIONAL DA INFORMAÇÃO, CAPACITAÇÃO E PESQUISA SOBRE DOENÇAS RARAS E A SEMANA NACIONAL DA INFORMAÇÃO, CAPACITAÇÃO E PESQUISA SOBRE DOENÇAS RARAS.   (REDAÇÃO DADA PELA LEI 14.593, DE 02/06/2023)"
Lei nº 13.693 de 10 de julho de 2018,https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/lei/l13693.htm,https://legislacao.presidencia.gov.br/atos?tipo=LEI&numero=13693&ano=2018&data=10/07/2018&ato=696k3Y61UeZpWTf3a,Não consta revogação expressa,"INSTITUI O DIA NACIONAL DE DOENÇAS RARAS.INSTITUI O DIA NACIONAL DA INFORMAÇÃO, CAPACITAÇÃO E PESQUISA SOBRE DOENÇAS RARAS E A SEMANA NACIONAL DA INFORMAÇÃO, CAPACITAÇÃO E PESQUISA SOBRE DOENÇAS RARAS.   (REDAÇÃO DADA PELA LEI 14.593, DE 02/06/2023)"
Lei nº 13.662 de 08 de maio de 2018,https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/lei/l13662.htm,https://legislacao.presidencia.gov.br/atos?tipo=LEI&numero=13662&ano=2018&data=08/05/2018&ato=82bgXU61UeZpWTb41,Não consta revogação expressa,"ABRE AOS ORÇAMENTOS FISCAL E DA SEGURIDADE SOCIAL DA UNIÃO, EM FAVOR DE DIVERSOS ÓRGÃOS DO PODER EXECUTIVO FEDERAL E DE ENCARGOS FINANCEIROS DA UNIÃO, CRÉDITO SUPLEMENTAR NO VALOR DE R$ 3.037.915.967,00, PARA REFORÇO DE DOTAÇÕES CONSTANTES DA LEI ORÇAMENTÁRIA VIGENTE."
Lei nº 13.662 de 08 de maio de 2018,https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/lei/l13662.htm,https://legislacao.presidencia.gov.br/atos?tipo=LEI&numero=13662&ano=2018&data=08/05/2018&ato=82bgXU61UeZpWTb41,Não consta revogação expressa,"ABRE AOS ORÇAMENTOS FISCAL E DA SEGURIDADE SOCIAL DA UNIÃO, EM FAVOR DE DIVERSOS ÓRGÃOS DO PODER EXECUTIVO FEDERAL E DE ENCARGOS FINANCEIROS DA UNIÃO, CRÉDITO SUPLEMENTAR NO VALOR DE R$ 3.037.915.967,00, PARA REFORÇO DE DOTAÇÕES CONSTANTES DA LEI ORÇAMENTÁRIA VIGENTE."
Decreto nº 9.337 de 05 de abril de 2018,https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9337.htm,https://legislacao.presidencia.gov.br/atos?tipo=DEC&numero=9337&ano=2018&data=05/04/2018&ato=d54kXU65UeZpWT5ee,Não consta revogação expressa,"CRIA A ÁREA DE PROTEÇÃO AMBIENTAL DO BOQUEIRÃO DA ONÇA, LOCALIZADA NOS MUNICÍPIOS DE SENTO SÉ, JUAZEIRO, SOBRADINHO, CAMPO FORMOSO, UMBURANAS E MORRO DO CHAPÉU, ESTADO DA BAHIA."
Decreto nº 9.337 de 05 de abril de 2018,https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9337.htm,https://legislacao.presidencia.gov.br/atos?tipo=DEC&numero=9337&ano=2018&data=05/04/2018&ato=d54kXU65UeZpWT5ee,Não consta revogação expressa,"CRIA A ÁREA DE PROTEÇÃO AMBIENTAL DO BOQUEIRÃO DA ONÇA, LOCALIZADA NOS MUNICÍPIOS DE SENTO SÉ, JUAZEIRO, SOBRADINHO, CAMPO FORMOSO, UMBURANAS E MORRO DO CHAPÉU, ESTADO DA BAHIA."
